song names
The Other Side - Hugh Jackman
This Is Me - Keala Settle
Rewrite The Stars - Zac Efron
Tightrope - Michelle Williams
Never Enough (Reprise) - Loren Allred
I Don't Care (with Justin Bieber) - Ed Sheeran
"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne) - DJ Khaled"
Rise - Jonas Blue
Sucker - Jonas Brothers
My House - Flo Rida
MIA (feat. Drake) - Bad Bunny
What's Up Danger (with Black Caviar) - Blackway
Sunflower - Spider-Man: Into the Spider-Verse - Post Malone
Way Up - Jaden
"Familia (with Anuel Aa, feat. Bantu) - Spider-Man: Into the Spider-Verse - Nicki Minaj"
Invincible - Aminé
Start a Riot - Duckwrth
Memories - Thutmose
Save The Day (feat. Coi Leray & LouGotCash) - Ski Mask The Slump God
Let Go - Beau Young Prince
"Elevate (feat. Denzel Curry, YBN Cordae, SwaVay, Trevor Rich) - DJ Khalil"
Home - Vince Staples
Old Town Road - Lil Nas X
Koodu Vittu - Bindu Anirudhan
Adyam Thammil - Sooraj Santhosh
Melle Melle - Rayshad Rauf
Then Kiliye - Vineeth Sreenivasan
Uyarum - Gowry Lekshmi
Maane Penmaane - Ifthi
Hotline Bling - Drake
Scared of the Dark (feat. XXXTENTACION) - Lil Wayne
Ghar More Pardesiya - Shreya Ghoshal
Never Gonna Give You Up - Rick Astley
High Hopes - Panic! At The Disco
Ok Jaanu Title Track - A.R. Rahman
Enna Sona - A.R. Rahman
Jee Lein - A.R. Rahman
Kaara Fankaara - A.R. Rahman
Saajan Aayo Re - A.R. Rahman
Maula Wa Sallim - A.R. Rahman
Sunn Bhavara - A.R. Rahman
The Humma Song - A.R. Rahman
Aanandhame - Anne Amie
Endhe Kanna - Megha Josekutty
Kripaakari Devi - Mithun Jayaraj
Kanne Thaai Malare - Vineeth Sreenivasan
Rasathi - Vineeth Sreenivasan
Velivu Niranjoreesho - Version 1 - Fr. John Samuel
Velivu Niranjoreeso - Version 2 - Fr. John Samuel
Dhanye Mathave - Version 1 - Fr. John Samuel
Dhanye Mathave - Version 2 - Fr. John Samuel
Nin Mathaavu - Fr. John Samuel
Bhoovilashesham - Fr. John Samuel
Paulose Sleeha - Fr. John Samuel
Halelluiah - Fr. John Samuel
Karthavarulicheythu - Fr. John Samuel
Yachikkendum - Version 1 - Fr. John Samuel
Yachikkendum - Version 2 - Fr. John Samuel
Anyonyam Slomo Nalkin - Fr. John Samuel
Natha in Mruthi - Fr. John Samuel
Anpudayone - Version 1 - Fr. John Samuel
Srappikale - Fr. John Samuel
Anpudayone - Version 2 - Fr. John Samuel
Dhaivasuthanmar - Fr. John Samuel
Mashiha Rajodhanathal - Fr. John Samuel
Rakshakanura Cheutha - Fr. John Samuel
Natha Kripa Cheytheedaname - Fr. John Samuel
Bhoovake Namikkum - Fr. John Samuel
Kazhchayithil - Fr. John Samuel
Melppattakkar - Fr. John Samuel
2U - David Guetta
Attention - Remix; feat. Kyle - Charlie Puth
All of Me - John Legend
This Is What You Came For - Calvin Harris
The Greatest - Sia
We Don't Talk Anymore - Charlie Puth
Into You - Ariana Grande
Me Too - Meghan Trainor
Make Me... - Radio Version - Britney Spears
Never Be Like You - Flume
Starving - Hailee Steinfeld
"Sit Still, Look Pretty - Daya"
This Girl - Kungs Vs. Cookin' On 3 Burners - Kungs
Greenlight - Radio Mix - Pitbull
LUV - Tory Lanez
Rise - Katy Perry
Unsteady - X Ambassadors
Hymn For The Weekend - Coldplay
Mama Said - Lukas Graham
Lovesick - NOW What's Next! - Jacob Whitesides
Ain't Love Strange - NOW What's Next! - Stanaj
ILYSB - NOW What's Next! - LANY
Happy Pills - NOW What's Next! - Weathers
Talk Too Much - NOW What's Next! - COIN
Fool’s Gold - NOW What's Next! - Aaron Carter
"Happy - From ""Despicable Me 2"" - Pharrell Williams"
Uptown Funk - Radio Edit - Mark Ronson
Want To Want Me - Jason Derulo
Same Old Love - Selena Gomez
Animals - Maroon 5
Radioactive - Imagine Dragons
Dark Horse - Katy Perry
Jealous - Nick Jonas
"Love Me Like You Do - From ""Fifty Shades Of Grey"" - Ellie Goulding"
Story Of My Life - One Direction
Rude - MAGIC!
Chandelier - Sia
All Of Me - John Legend
"Let It Go - From ""Frozen""/Soundtrack Version - Idina Menzel"
One Call Away - Charlie Puth
Dangerously - Charlie Puth
Marvin Gaye (feat. Meghan Trainor) - Charlie Puth
Losing My Mind - Charlie Puth
We Don't Talk Anymore (feat. Selena Gomez) - Charlie Puth
My Gospel - Charlie Puth
Up All Night - Charlie Puth
Left Right Left - Charlie Puth
Then There's You - Charlie Puth
Suffer - Charlie Puth
As You Are (feat. Shy Carter) - Charlie Puth
Some Type of Love - Charlie Puth
River - Charlie Puth
Does It Feel - Charlie Puth
Nothing But Trouble - Instagram Models; Dance Remix - Charlie Puth
"Shape of You (Carnatic Mix) [feat. Mahesh Raghvan, Vinod Krishnan & Aditya Rao] - IndianRaga"
Boom Boom Pow - Kidz Bop Kids
Circus - Kidz Bop Kids
Fire Burning - Kidz Bop Kids
The Climb - Kidz Bop Kids
How Do You Sleep? - Kidz Bop Kids
If I Were A Boy - Kidz Bop Kids
You Found Me - Kidz Bop Kids
I Hate This Part - Kidz Bop Kids
Heartless - Kidz Bop Kids
If Today Was Your Last Day - Kidz Bop Kids
Live Your Life - Kidz Bop Kids
Please Don't Leave Me - Kidz Bop Kids
Second Chance - Kidz Bop Kids
Goodbye - Kidz Bop Kids
Hoedown Throwdown - Kidz Bop Kids
LOL - Sinai Rose
Can't Stop The Feeling! - Kidz Bop Kids
This Is What You Came For - Kidz Bop Kids
Cheap Thrills - Kidz Bop Kids
Ride - Kidz Bop Kids
Me Myself & I - Kidz Bop Kids
Treat You Better - Kidz Bop Kids
Don’t Mind - Kidz Bop Kids
Rise - Kidz Bop Kids
Never Be Like You - Kidz Bop Kids
Me Too - Kidz Bop Kids
Cold Water - Kidz Bop Kids
"Sit Still, Look Pretty - Kidz Bop Kids"
Lost Boy - Kidz Bop Kids
Try Everything - Kidz Bop Kids
Opening Title - Rolfe Kent
An Old Friend - Rolfe Kent
Bodi's Village - Rolfe Kent
Changing the Guard - Rolfe Kent
Bodi's Bad Aim - Rolfe Kent
Mending the Dramyan - Rolfe Kent
A Mastif in Wolf's Clothing - Rolfe Kent
Khampa Scares Bodi and the Whole Village Panics - Rolfe Kent
The Yak's Ticket - Rolfe Kent
Bodi's Ticket Out - Rolfe Kent
Leaving Snow Mountain - Rolfe Kent
Bus Ride & Near Escape - Rolfe Kent
First Time in the Big City - Rolfe Kent
"Learning of, And Encountering, The Amazing Skattergood - Rolfe Kent"
At the Fight Club - Rolfe Kent
Angus Runs from Fans - Rolfe Kent
"Wolves, Scary but Incompetent - Rolfe Kent"
The Library of Awesomeness - Rolfe Kent
The Injustice of Skattergood - Rolfe Kent
The Wolves Trap Bodi - Rolfe Kent
Investigating the Mysterious Disappearance of Bodi - Rolfe Kent
Escaping the Griz - Rolfe Kent
Wolves at Snow Mountain - Rolfe Kent
The Wolves Chase Bodi Through the Village - Rolfe Kent
Bodi Finds the Fire - Adam Friedman
A Father's Hug - Rolfe Kent
Silent Night - Bobby Solo
Peace in Valley - Bobby Solo
Santa Bring My Baby Back to Me - Bobby Solo
O Little Town of Bethlehem - Bobby Solo
Santa Claus Is Coming to Town - Bobby Solo
White Christmas - Bobby Solo
My Baby Is Gone - Bobby Solo
Take My Hand My Precious Lord - Bobby Solo
I'll Be Home for Christmas - Bobby Solo
Jingle Bells - Bobby Solo
Can't Help Falling in Love - Bobby Solo
Blue Christmas - Bobby Solo
Una lacrima sul viso - Bobby Solo
"Priyasakhee (From ""Kaiyethum Doorathu"") - M. G. Sreekumar"
"Vennakkal Kottara (From ""Ammakkilikoodu"") - M. G. Sreekumar"
"Chempakapoomottin (From ""Ammakkilikoodu"") - M. G. Sreekumar"
"Manju Nolkum Kalam (From ""Megham"") - M. G. Sreekumar"
"Vilakkuvakkum Vinnil (From ""Megham"") - M. G. Sreekumar"
"Gokulathil Thamasikkum (From ""Kaiethum Doorathu"") - Vidhu Prathap"
"Poo Kanavin (From ""Churam"") - K. S. Chithra"
"Chillu Vilakkumayi (From ""Churam"") - Chithram"
"Arodum Mindathe (From ""Chinthavishttaya Syamala"") - K. J. Yesudas"
"Karutharavinte Kannikidavu (From ""Narendran Makan Jayakanthan Vaka"") - Venugopal"
Manmohini Morey - UW Awaaz
Hymn for the Weekend / Thug Le - UW Awaaz
Summertime Sadness / Tujhe Bhula Diya - UW Awaaz
Jashn-e-Bahaara / Thinkin Bout You - UW Awaaz
Tanhayee - UW Awaaz
Despacito / Ude Dil Befikre - Chai-Town
Despacito (Featuring Daddy Yankee) - Luis Fonsi
Chennai Pattanam - Vineeth Sreenivasan
Neelambalin - Arun Alat
Paarvanavidhuve - Harish Sivaramakrishnan
Yekkam Pogavillai - Shaan Rahman
Enne Thallendammaava - Shaan Rahman
Kaikkottum Kandittilla - Vaikom Vijayalakshmi
Shape of You - Ed Sheeran
That's What I Like - Alan Walker Remix - Bruno Mars
